accelometer ODR: 3200 Hz
total # of rows: 3129
 Row #, 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, 14, 15, 16
  0330, f3, ff, ff, ff, 06, 00, f8, ff, 07, 00, fd, ff, f9, ff, 08, 00
  0331, 00, 00, 03, 00, ff, ff, ff, ff, fe, ff, ff, ff, 02, 00, ff, ff
  0332, fe, ff, 02, 00, fe, ff, 01, 00, 02, 00, fb, ff, 08, 00, 03, 00
  0333, ff, ff, 05, 00, 00, 00, ff, ff, 02, 00, ff, ff, 02, 00, fe, ff
  0334, 02, 00, 04, 00, fe, ff, 03, 00, 03, 00, 06, 00, 00, 00, 03, 00
  0335, 01, 00, 00, 00, ff, ff, 00, 00, fd, ff, ff, ff, fd, ff, 02, 00
  0336, f9, ff, 00, 00, 06, 00, fb, ff, 04, 00, 00, 00, fb, ff, 03, 00
  0337, 01, 00, 03, 00, fd, ff, 00, 00, fe, ff, 00, 00, 05, 00, f7, ff
  0338, fc, ff, fe, ff, f7, ff, 02, 00, ff, ff, f8, ff, ff, ff, 00, 00
  0339, fe, ff, fd, ff, 03, 00, fa, ff, fe, ff, 01, 00, fb, ff, fd, ff
  033a, 01, 00, fb, ff, 02, 00, ff, ff, fb, ff, 02, 00, 03, 00, ff, ff
  033b, 01, 00, 04, 00, 03, 00, 05, 00, 0b, 00, fd, ff, 07, 00, 05, 00
  033c, fb, ff, 06, 00, 08, 00, 03, 00, 05, 00, 07, 00, 06, 00, 01, 00
  033d, 09, 00, 03, 00, 03, 00, 06, 00, 03, 00, 04, 00, 02, 00, 05, 00
  033e, 07, 00, 00, 00, 09, 00, 06, 00, 03, 00, 01, 00, 01, 00, 04, 00
  033f, 06, 00, 07, 00, 05, 00, ff, ff, 02, 00, 06, 00, 03, 00, 03, 00
  0340, 02, 00, 07, 00, ff, ff, 03, 00, 04, 00, f9, ff, 02, 00, 05, 00
  0341, f7, ff, 05, 00, fb, ff, 02, 00, 06, 00, fd, ff, fd, ff, 00, 00
  0342, fa, ff, 00, 00, 00, 00, f6, ff, fb, ff, 06, 00, f8, ff, fd, ff
  0343, 0a, 00, f4, ff, fe, ff, 07, 00, fb, ff, 01, 00, 04, 00, ff, ff
  0344, fa, ff, 03, 00, fa, ff, f6, ff, 08, 00, fc, ff, f8, ff, 07, 00
  0345, fc, ff, f7, ff, 02, 00, fc, ff, ff, ff, 06, 00, 02, 00, fa, ff
  0346, 07, 00, 02, 00, f8, ff, 05, 00, 07, 00, f9, ff, 07, 00, 08, 00
  0347, 00, 00, 03, 00, 51, 49, 00, c0, 1b, 0d, 00, fe, ff, 05, 00, 10
  0348, 00, fd, ff, 02, 00, 0c, 00, fe, ff, fc, ff, 05, 00, fe, ff, 08
  0349, 00, 0e, 00, fd, ff, 01, 00, 05, 00, 00, 00, fe, ff, 09, 00, 05
  034a, 00, 00, 00, 0b, 00, fb, ff, 01, 00, 09, 00, 01, 00, fd, ff, 07
  034b, 00, 03, 00, 01, 00, 04, 00, 03, 00, ff, ff, 03, 00, 04, 00, fa
  034c, ff, fe, ff, ff, ff, ff, ff, 02, 00, ff, ff, 02, 00, f5, ff, fe
  034d, ff, fd, ff, f7, ff, ff, ff, fd, ff, fd, ff, fe, ff, ff, ff, ff
  034e, ff, fe, ff, 01, 00, ff, ff, fe, ff, fe, ff, fe, ff, fd, ff, 01
  034f, 00, 02, 00, 02, 00, 00, 00, 03, 00, 03, 00, fd, ff, 02, 00, 00
  0350, 00, 00, 00, 03, 00, 02, 00, 04, 00, 05, 00, 01, 00, fe, ff, 0b
  0351, 00, 02, 00, 04, 00, 0d, 00, 05, 00, fd, ff, 0f, 00, 07, 00, fd
  0352, ff, 0f, 00, 07, 00, fd, ff, 0b, 00, 07, 00, ff, ff, 0a, 00, 0c
  0353, 00, fd, ff, 09, 00, 08, 00, fb, ff, 07, 00, 08, 00, f3, ff, 06
  0354, 00, 10, 00, f9, ff, ff, ff, 0b, 00, fd, ff, 03, 00, 09, 00, f9
  0355, ff, 03, 00, 04, 00, fc, ff, 01, 00, 00, 00, fe, ff, fe, ff, ff
  0356, ff, 00, 00, f8, ff, 00, 00, fe, ff, fc, ff, 01, 00, ff, ff, f8
  0357, ff, ff, ff, fd, ff, fd, ff, f3, ff, ff, ff, 02, 00, f5, ff, 00
  0358, 00, fa, ff, f8, ff, ff, ff, ff, ff, fb, ff, ff, ff, 04, 00, f7
  0359, ff, fd, ff, 08, 00, fe, ff, 05, 00, 03, 00, f7, ff, fe, ff, 08
  035a, 00, fe, ff, fb, ff, 07, 00, 03, 00, fe, ff, 0a, 00, fd, ff, f9
  035b, ff, 0d, 00, 01, 00, f8, ff, 09, 00, 05, 00, fc, ff, 05, 00, 06
  035c, 00, fa, ff, 08, 00, 08, 00, f8, ff, 02, 00, 03, 00, f7, ff, 00
  035d, 00, 02, 00, fa, ff, fa, ff, 05, 00, fb, ff, fb, ff, 01, 00, fa
  035e, ff, f4, ff, 05, 00, fa, ff, ff, ff, ff, ff, f7, ff, fd, ff, fe
  035f, ff, fd, ff, fd, ff, f6, ff, fe, ff, f2, ff, 05, 00, fa, ff, f4
  0360, ff, 00, 00, fd, ff, f8, ff, 00, 00, fb, ff, f7, ff, ff, ff, fc
  0361, ff, f5, ff, 01, 00, fe, ff, f7, ff, 01, 00, fe, ff, fe, ff, 07
  0362, 00, fb, ff, ff, ff, ff, ff, ff, ff, ff, ff, 00, 00, fd, ff, fe
  0363, ff, ff, ff, fd, ff, 02, 00, ff, ff, 03, 00, fe, ff, 00, 00, fb
  0364, ff, 06, 00, 04, 00, fb, ff, 06, 00, 00, 00, fb, ff, 06, 00, 00
  0365, 00, fe, ff, 03, 00, 01, 00, fe, ff, 03, 00, 05, 00, fe, ff, 02
  0366, 00, fb, ff, 00, 00, ff, ff, fb, ff, fb, ff, fd, ff, 01, 00, ff
  0367, ff, f8, ff, 02, 00, fe, ff, f4, ff, 01, 00, fd, ff, f7, ff, fe
  0368, ff, ff, ff, f8, ff, fa, ff, fe, ff, f6, ff, 01, 00, ff, ff, f5
  0369, ff, 01, 00, fd, ff, f2, ff, 08, 00, fd, ff, f3, ff, 05, 00, 00
  036a, 00, f7, ff, 07, 00, ff, ff, fa, ff, ff, ff, 03, 00, f5, ff, 07
  036b, 00, 00, 00, f7, ff, 02, 00, ff, ff, ff, ff, 01, 00, 00, 00, fd
  036c, ff, ff, ff, 00, 00, 05, 00, 02, 00, 00, 00, ff, ff, fb, ff, 02
  036d, 00, fd, ff, 07, 00, 01, 00, 01, 00, 02, 00, fc, ff, 03, 00, 00
  036e, 00, ff, ff, 03, 00, 05, 00, 00, 00, fe, ff, 03, 00, fc, ff, 00
  036f, 00, 01, 00, fe, ff, 00, 00, 02, 00, fc, ff, 02, 00, fe, ff, ff
  0370, ff, 00, 00, ff, ff, 01, 00, fd, ff, 03, 00, 02, 00, fa, ff, 02
  0371, 00, 02, 00, fc, ff, fc, ff, 06, 00, 01, 00, fe, ff, 01, 00, 01
  0372, 00, fa, ff, 07, 00, f8, ff, f9, ff, 02, 00, f8, ff, ff, ff, ff
  0373, ff, f5, ff, 01, 00, ff, ff, fb, ff, ff, ff, 05, 00, ff, ff, f8
  0374, ff, 09, 00, fe, ff, fa, ff, 03, 00, ff, ff, fb, ff, 07, 00, ff
  0375, ff, fb, ff, 07, 00, 03, 00, 01, 00, 09, 00, fe, ff, 01, 00, 05
  0376, 00, fd, ff, 02, 00, 06, 00, fb, ff, 0c, 00, 04, 00, 02, 00, 06
  0377, 00, 05, 00, 07, 00, 01, 00, 07, 00, 05, 00, 04, 00, 03, 00, 06
  0378, 00, 02, 00, 07, 00, 06, 00, 05, 00, 02, 00, 09, 00, 03, 00, 05
  0379, 00, 07, 00, 05, 00, 02, 00, 07, 00, 03, 00, 08, 00, 03, 00, 01
  037a, 00, 03, 00, 03, 00, 06, 00, 05, 00, 09, 00, ff, ff, 05, 00, 03
  037b, 00, fb, ff, 07, 00, 05, 00, 01, 00, 09, 00, 02, 00, fe, ff, 05
  037c, 00, fe, ff, 04, 00, 01, 00, f8, ff, 01, 00, 01, 00, fd, ff, fb
  037d, ff, 08, 00, fb, ff, 03, 00, 04, 00, f7, ff, ff, ff, 07, 00, f9
  037e, ff, 00, 00, 08, 00, ff, ff, fa, ff, 05, 00, 02, 00, f7, ff, 04
  037f, 00, 41, 4c, 00, c0, 1b, fa, ff, fb, ff, 05, 00, fa, ff, fe, ff
  0380, 03, 00, f8, ff, fc, ff, 00, 00, fc, ff, fc, ff, 00, 00, fe, ff
  0381, 01, 00, 08, 00, 08, 00, fd, ff, 04, 00, 05, 00, ff, ff, 03, 00
  0382, 09, 00, 01, 00, fe, ff, 0f, 00, fb, ff, 01, 00, 0f, 00, ff, ff
  0383, 02, 00, 0d, 00, fa, ff, 00, 00, 09, 00, fe, ff, 04, 00, 08, 00
  0384, 06, 00, fc, ff, 0e, 00, 01, 00, 03, 00, 0a, 00, ff, ff, 01, 00
  0385, 0a, 00, 01, 00, ff, ff, 08, 00, 00, 00, fd, ff, 06, 00, 02, 00
  0386, fe, ff, 07, 00, 00, 00, ff, ff, 04, 00, 00, 00, 00, 00, fb, ff
  0387, 01, 00, 01, 00, f9, ff, 03, 00, 05, 00, fa, ff, ff, ff, 04, 00
  0388, fb, ff, fe, ff, ff, ff, ff, ff, f6, ff, 01, 00, 03, 00, fa, ff
  0389, 08, 00, fc, ff, f7, ff, 01, 00, fc, ff, ff, ff, 05, 00, 02, 00
  038a, ff, ff, fa, ff, 02, 00, 00, 00, 04, 00, 03, 00, 00, 00, 05, 00
  038b, 03, 00, 01, 00, 00, 00, 07, 00, 05, 00, fd, ff, 0e, 00, 03, 00
  038c, fc, ff, 0f, 00, 03, 00, fd, ff, 0f, 00, 05, 00, fe, ff, 09, 00
  038d, 09, 00, ff, ff, 07, 00, 08, 00, fc, ff, 0a, 00, 09, 00, fc, ff
  038e, 08, 00, 09, 00, fa, ff, 04, 00, 0c, 00, fc, ff, 02, 00, 09, 00
  038f, f8, ff, 02, 00, 09, 00, fb, ff, 03, 00, 03, 00, fd, ff, 02, 00
  0390, 00, 00, fc, ff, fd, ff, ff, ff, 03, 00, f9, ff, fb, ff, fe, ff
  0391, f4, ff, 01, 00, f8, ff, fc, ff, f7, ff, fd, ff, fb, ff, fb, ff
  0392, fe, ff, fd, ff, f7, ff, 04, 00, fe, ff, f5, ff, 02, 00, fc, ff
  0393, fa, ff, fe, ff, 02, 00, f4, ff, fe, ff, 05, 00, f5, ff, fe, ff
  0394, 08, 00, fb, ff, 01, 00, 08, 00, fe, ff, fd, ff, 05, 00, 03, 00
  0395, ff, ff, 0c, 00, fd, ff, fd, ff, 08, 00, 08, 00, f8, ff, 08, 00
  0396, 03, 00, ff, ff, 08, 00, 06, 00, fb, ff, 01, 00, 0c, 00, fd, ff
  0397, 04, 00, 06, 00, f7, ff, 06, 00, 05, 00, fb, ff, 02, 00, 02, 00
  0398, fa, ff, fc, ff, 02, 00, f8, ff, f9, ff, 03, 00, fe, ff, fd, ff
  0399, 01, 00, f7, ff, fb, ff, 03, 00, f9, ff, f6, ff, f9, ff, 01, 00
  039a, eb, ff, 01, 00, fe, ff, f6, ff, 02, 00, fb, ff, f7, ff, 00, 00
  039b, fa, ff, fb, ff, 01, 00, fe, ff, f8, ff, 01, 00, 01, 00, f8, ff
  039c, 04, 00, fc, ff, f9, ff, 02, 00, fb, ff, 02, 00, 00, 00, 02, 00
  039d, 01, 00, fb, ff, fb, ff, 06, 00, fb, ff, ff, ff, 03, 00, 00, 00
  039e, ff, ff, 04, 00, 03, 00, ff, ff, 07, 00, fe, ff, 00, 00, 0a, 00
  039f, 01, 00, 00, 00, 07, 00, 04, 00, 00, 00, 08, 00, 03, 00, fb, ff
  03a0, 03, 00, 01, 00, fe, ff, 01, 00, ff, ff, fd, ff, 04, 00, fe, ff
  03a1, fc, ff, fa, ff, 02, 00, 00, 00, f9, ff, 01, 00, 00, 00, f7, ff
  03a2, 03, 00, fb, ff, f7, ff, ff, ff, fc, ff, f9, ff, f9, ff, fd, ff
  03a3, f9, ff, ff, ff, ff, ff, f2, ff, 01, 00, 01, 00, f2, ff, 02, 00
  03a4, fe, ff, f3, ff, 01, 00, 00, 00, f3, ff, 01, 00, 03, 00, f7, ff
  03a5, 03, 00, 02, 00, f8, ff, 01, 00, 01, 00, f4, ff, 03, 00, fc, ff
  03a6, fc, ff, ff, ff, fd, ff, ff, ff, ff, ff, ff, ff, fc, ff, 05, 00
  03a7, fc, ff, fb, ff, 00, 00, 00, 00, fd, ff, 05, 00, 02, 00, 01, 00
  03a8, 03, 00, fe, ff, 01, 00, 01, 00, ff, ff, 02, 00, 02, 00, 01, 00
  03a9, 06, 00, 02, 00, ff, ff, fe, ff, 01, 00, fe, ff, fc, ff, 02, 00
  03aa, fe, ff, fb, ff, 01, 00, 02, 00, fb, ff, fd, ff, 08, 00, f9, ff
  03ab, fd, ff, 01, 00, f2, ff, 00, 00, fd, ff, f9, ff, fd, ff, 01, 00
  03ac, fa, ff, ff, ff, 06, 00, fa, ff, 00, 00, 03, 00, f9, ff, 01, 00
  03ad, ff, ff, f8, ff, 04, 00, 06, 00, fb, ff, fd, ff, 05, 00, fa, ff
  03ae, 02, 00, 08, 00, ff, ff, fe, ff, 0a, 00, fb, ff, 01, 00, 07, 00
  03af, fb, ff, 03, 00, 06, 00, ff, ff, fb, ff, 00, 00, ff, ff, f9, ff
  03b0, 09, 00, fe, ff, 01, 00, 08, 00, fc, ff, ff, ff, 06, 00, fa, ff
  03b1, 07, 00, 01, 00, ff, ff, 07, 00, 0a, 00, 06, 00, 04, 00, 05, 00
  03b2, 03, 00, 07, 00, 03, 00, ff, ff, 04, 00, 04, 00, 05, 00, 03, 00
  03b3, 03, 00, 04, 00, 02, 00, 00, 00, 08, 00, 03, 00, 02, 00, 02, 00
  03b4, 07, 00, 06, 00, 03, 00, 02, 00, 03, 00, fc, ff, 05, 00, 03, 00
  03b5, 02, 00, 04, 00, 03, 00, 03, 00, 01, 00, 04, 00, 02, 00, 00, 00
  03b6, 07, 00, 04, 00, ff, ff, 01, 00, fc, ff, 04, 00, 04, 00, 41, 4f
  03b7, 00, c0, 1b, fc, ff, fd, ff, 04, 00, f9, ff, f9, ff, 01, 00, f5
  03b8, ff, fc, ff, 04, 00, f8, ff, 00, 00, 08, 00, f8, ff, 00, 00, 02
  03b9, 00, fc, ff, f8, ff, 03, 00, 04, 00, f9, ff, 0e, 00, 00, 00, f9
  03ba, ff, 07, 00, fe, ff, ff, ff, 04, 00, fa, ff, fa, ff, 03, 00, 02
  03bb, 00, f9, ff, 08, 00, 04, 00, f8, ff, 03, 00, 03, 00, fa, ff, 07
  03bc, 00, 07, 00, fb, ff, 05, 00, 08, 00, fd, ff, 05, 00, 0c, 00, fb
  03bd, ff, 01, 00, 0d, 00, 02, 00, 03, 00, 0a, 00, 00, 00, 05, 00, 05
  03be, 00, 05, 00, ff, ff, 05, 00, 00, 00, 02, 00, 09, 00, 04, 00, ff
  03bf, ff, 07, 00, 03, 00, fe, ff, 0a, 00, fe, ff, ff, ff, 07, 00, 02
  03c0, 00, 00, 00, 05, 00, 02, 00, fd, ff, 01, 00, ff, ff, ff, ff, 08
  03c1, 00, fd, ff, 01, 00, ff, ff, 00, 00, 04, 00, fb, ff, 00, 00, fe
  03c2, ff, fb, ff, 02, 00, 03, 00, fc, ff, fa, ff, 01, 00, f8, ff, f9
  03c3, ff, ff, ff, fb, ff, fc, ff, 00, 00, 03, 00, fa, ff, 06, 00, fb
  03c4, ff, 02, 00, 06, 00, 02, 00, 00, 00, ff, ff, 02, 00, fb, ff, 04
  03c5, 00, 05, 00, 00, 00, 09, 00, 02, 00, fc, ff, ff, ff, 06, 00, 02
  03c6, 00, fb, ff, 0c, 00, 01, 00, fa, ff, 11, 00, 01, 00, ff, ff, 13
  03c7, 00, 01, 00, 02, 00, 0d, 00, 0b, 00, fb, ff, 07, 00, 09, 00, f9
  03c8, ff, 09, 00, 10, 00, fe, ff, 09, 00, 06, 00, fb, ff, 07, 00, 0c
  03c9, 00, fe, ff, 05, 00, 0a, 00, fa, ff, 09, 00, 0b, 00, ff, ff, 07
  03ca, 00, 0a, 00, ff, ff, 03, 00, 01, 00, fd, ff, 01, 00, 00, 00, 03
  03cb, 00, fc, ff, 03, 00, fb, ff, fb, ff, 04, 00, fd, ff, fe, ff, f7
  03cc, ff, f9, ff, 00, 00, fd, ff, 00, 00, fb, ff, f4, ff, 05, 00, 01
  03cd, 00, fa, ff, 00, 00, fd, ff, f9, ff, ff, ff, ff, ff, f5, ff, fe
  03ce, ff, 03, 00, f5, ff, 00, 00, 06, 00, f7, ff, 07, 00, 06, 00, ff
  03cf, ff, fe, ff, 06, 00, 01, 00, fb, ff, 0b, 00, 00, 00, f8, ff, 0f
  03d0, 00, 01, 00, f9, ff, 0c, 00, 02, 00, fa, ff, 0a, 00, 0b, 00, f7
  03d1, ff, 07, 00, 07, 00, f9, ff, 05, 00, 0b, 00, f8, ff, 03, 00, 08
  03d2, 00, fa, ff, 02, 00, 01, 00, 01, 00, f8, ff, fe, ff, fc, ff, f5
  03d3, ff, 03, 00, f7, ff, fc, ff, 03, 00, fa, ff, 01, 00, fb, ff, fc
  03d4, ff, f6, ff, ff, ff, fd, ff, f3, ff, fe, ff, fe, ff, f3, ff, 02
  03d5, 00, fe, ff, f9, ff, 05, 00, fe, ff, fa, ff, fe, ff, ff, ff, fd
  03d6, ff, ff, ff, 00, 00, fc, ff, fe, ff, fd, ff, fe, ff, 04, 00, fe
  03d7, ff, ff, ff, 01, 00, fe, ff, 01, 00, fe, ff, ff, ff, 01, 00, f7
  03d8, ff, ff, ff, 01, 00, fb, ff, fc, ff, ff, ff, 03, 00, fb, ff, 09
  03d9, 00, fd, ff, fe, ff, 08, 00, 01, 00, fd, ff, 05, 00, fd, ff, fe
  03da, ff, 05, 00, 02, 00, fb, ff, 07, 00, 01, 00, f9, ff, ff, ff, 03
  03db, 00, fb, ff, fe, ff, 01, 00, fe, ff, 02, 00, fb, ff, ff, ff, f8
  03dc, ff, 03, 00, fc, ff, f8, ff, 01, 00, fb, ff, fa, ff, ff, ff, ff
  03dd, ff, f9, ff, fb, ff, fe, ff, f7, ff, fb, ff, fc, ff, fa, ff, 00
  03de, 00, 01, 00, f1, ff, 05, 00, fd, ff, f7, ff, 01, 00, fe, ff, f9
  03df, ff, 00, 00, 00, 00, f7, ff, 00, 00, fe, ff, f5, ff, 02, 00, 00
  03e0, 00, fa, ff, 01, 00, fe, ff, 00, 00, ff, ff, fe, ff, fe, ff, ff
  03e1, ff, ff, ff, 01, 00, 00, 00, 02, 00, f8, ff, fb, ff, 04, 00, fb
  03e2, ff, 02, 00, ff, ff, ff, ff, 01, 00, 02, 00, 03, 00, fe, ff, 03
  03e3, 00, 05, 00, 00, 00, 05, 00, 08, 00, fd, ff, 00, 00, 01, 00, ff
  03e4, ff, fc, ff, fe, ff, 02, 00, f9, ff, 01, 00, ff, ff, 00, 00, 02
  03e5, 00, 00, 00, 04, 00, f4, ff, 03, 00, 02, 00, f8, ff, 01, 00, 02
  03e6, 00, ff, ff, 01, 00, 02, 00, f8, ff, ff, ff, fd, ff, fb, ff, 00
  03e7, 00, 09, 00, f9, ff, 01, 00, fe, ff, f6, ff, 00, 00, 02, 00, fc
  03e8, ff, 03, 00, 02, 00, fd, ff, 03, 00, 05, 00, f6, ff, 00, 00, 0a
  03e9, 00, fb, ff, fd, ff, 00, 00, fb, ff, 01, 00, 06, 00, ff, ff, fe
  03ea, ff, 08, 00, ff, ff, fd, ff, 04, 00, 02, 00, ff, ff, 01, 00, fb
  03eb, ff, 05, 00, ff, ff, fb, ff, 03, 00, fe, ff, 03, 00, 00, 00, ff
  03ec, ff, 02, 00, 03, 00, 08, 00, fe, ff, ff, ff, 02, 00, 01, 00, 03
  03ed, 00, 00, 00, 00, 00, 06, 00, 05, 00, 05, 00, 04, 00, 06, 00, 06
  03ee, 00, 02, 00, 05, 00, 0a, 00, 07, 00, 05, 00, 41, 52, 00, c0, 1b
  03ef, 02, 00, 00, 00, 05, 00, 05, 00, 07, 00, 06, 00, 04, 00, fc, ff
  03f0, 05, 00, 05, 00, 01, 00, 07, 00, 03, 00, ff, ff, 07, 00, ff, ff
  03f1, 00, 00, 05, 00, fa, ff, 06, 00, 0a, 00, 05, 00, fb, ff, 07, 00
  03f2, fd, ff, fb, ff, 04, 00, ff, ff, ff, ff, 07, 00, f4, ff, 02, 00
  03f3, 08, 00, f5, ff, 01, 00, 06, 00, ff, ff, fd, ff, 03, 00, fa, ff
  03f4, fb, ff, 02, 00, 00, 00, 00, 00, 07, 00, fe, ff, f7, ff, 06, 00
  03f5, fa, ff, 01, 00, 02, 00, fe, ff, f9, ff, 01, 00, 04, 00, fb, ff
  03f6, 09, 00, 06, 00, fe, ff, 0d, 00, 09, 00, fb, ff, 08, 00, 06, 00
  03f7, 01, 00, 00, 00, 0e, 00, fd, ff, 05, 00, 0d, 00, 01, 00, 06, 00
  03f8, 0c, 00, fe, ff, 05, 00, 09, 00, 01, 00, 01, 00, 06, 00, 05, 00
  03f9, 03, 00, 0a, 00, fe, ff, 03, 00, 07, 00, 01, 00, fc, ff, 06, 00
  03fa, 04, 00, fd, ff, 05, 00, f8, ff, ff, ff, 01, 00, 00, 00, ff, ff
  03fb, 04, 00, fa, ff, ff, ff, 06, 00, fd, ff, 00, 00, ff, ff, fa, ff
  03fc, 00, 00, fa, ff, ff, ff, 08, 00, fb, ff, fa, ff, fc, ff, fb, ff
  03fd, f9, ff, 09, 00, ff, ff, fb, ff, 04, 00, fd, ff, f7, ff, 07, 00
  03fe, fc, ff, f9, ff, 01, 00, ff, ff, 01, 00, 05, 00, 03, 00, fb, ff
  03ff, 02, 00, 05, 00, f8, ff, 04, 00, 06, 00, fd, ff, 06, 00, 07, 00
  0400, fb, ff, 05, 00, 0f, 00, 05, 00, 00, 00, 0f, 00, 03, 00, 00, 00
  0401, 0e, 00, 05, 00, 02, 00, 12, 00, 02, 00, 04, 00, 0f, 00, 0a, 00
  0402, 01, 00, 07, 00, 0d, 00, fe, ff, 0c, 00, 0b, 00, f7, ff, 09, 00
  0403, 0d, 00, f9, ff, 03, 00, 0b, 00, f8, ff, 07, 00, 0c, 00, f9, ff
  0404, 02, 00, 07, 00, ef, ff, 09, 00, 0d, 00, fe, ff, 03, 00, 02, 00
  0405, fd, ff, 00, 00, 04, 00, 01, 00, fc, ff, fe, ff, fe, ff, f8, ff
  0406, ff, ff, ff, ff, fa, ff, fa, ff, 00, 00, f9, ff, fb, ff, 02, 00
  0407, 01, 00, f0, ff, fc, ff, fc, ff, f3, ff, fe, ff, ff, ff, f7, ff
  0408, 04, 00, 04, 00, f5, ff, fc, ff, ff, ff, f6, ff, fe, ff, 04, 00
  0409, ff, ff, 03, 00, 07, 00, fb, ff, fe, ff, 07, 00, 05, 00, fa, ff
  040a, 09, 00, 00, 00, fa, ff, 0a, 00, 04, 00, f8, ff, 09, 00, 06, 00
  040b, f9, ff, 05, 00, 08, 00, fb, ff, 04, 00, 0b, 00, fb, ff, 05, 00
  040c, 08, 00, fa, ff, 04, 00, 03, 00, fd, ff, 03, 00, 08, 00, fc, ff
  040d, fb, ff, 07, 00, f7, ff, fe, ff, 01, 00, fb, ff, 02, 00, ff, ff
  040e, fb, ff, fc, ff, ff, ff, fe, ff, fc, ff, fe, ff, 02, 00, f4, ff
  040f, ff, ff, fb, ff, f3, ff, ff, ff, f9, ff, f6, ff, 02, 00, fd, ff
  0410, f4, ff, fb, ff, fd, ff, fe, ff, fe, ff, 02, 00, f3, ff, ff, ff
  0411, 00, 00, f7, ff, 01, 00, fa, ff, fd, ff, fb, ff, fa, ff, 02, 00
  0412, fe, ff, fe, ff, fd, ff, ff, ff, 00, 00, fd, ff, 01, 00, fc, ff
  0413, fe, ff, 00, 00, fd, ff, 07, 00, 01, 00, fc, ff, 06, 00, fa, ff
  0414, fc, ff, 03, 00, fd, ff, fc, ff, 02, 00, 04, 00, fa, ff, ff, ff
  0415, 03, 00, f9, ff, 07, 00, 03, 00, fd, ff, fd, ff, 03, 00, f7, ff
  0416, ff, ff, 02, 00, ff, ff, fa, ff, 03, 00, ff, ff, f7, ff, 01, 00
  0417, fb, ff, fb, ff, fb, ff, fb, ff, f9, ff, fd, ff, 03, 00, f3, ff
  0418, ff, ff, 03, 00, f4, ff, 01, 00, f9, ff, f3, ff, 03, 00, fa, ff
  0419, f4, ff, 03, 00, fb, ff, f6, ff, 01, 00, 02, 00, fc, ff, fe, ff
  041a, ff, ff, f5, ff, 06, 00, ff, ff, fa, ff, 05, 00, 02, 00, fd, ff
  041b, 03, 00, ff, ff, fe, ff, ff, ff, fe, ff, fb, ff, 02, 00, 00, 00
  041c, f7, ff, 02, 00, 03, 00, f9, ff, 03, 00, ff, ff, ff, ff, ff, ff
  041d, fe, ff, 04, 00, ff, ff, 00, 00, ff, ff, 00, 00, 00, 00, fd, ff
  041e, 04, 00, 00, 00, fe, ff, 03, 00, fe, ff, ff, ff, ff, ff, fd, ff
  041f, fd, ff, 01, 00, 02, 00, fa, ff, fe, ff, 01, 00, f5, ff, 04, 00
  0420, 01, 00, f8, ff, 03, 00, 01, 00, fa, ff, f7, ff, 00, 00, f8, ff
  0421, fd, ff, 01, 00, f9, ff, ff, ff, fe, ff, f6, ff, 00, 00, 01, 00
  0422, f7, ff, 01, 00, 01, 00, f7, ff, 06, 00, ff, ff, f9, ff, 01, 00
  0423, ff, ff, f8, ff, 07, 00, 06, 00, fa, ff, ff, ff, 08, 00, fb, ff
  0424, 08, 00, 01, 00, fd, ff, 00, 00, 01, 00, fc, ff, ff, ff, 03, 00
  0425, 00, 00, fd, ff, 08, 00, fd, ff, ff, ff, 03, 00, fb, ff, 06, 00
  0426, 01, 00, 00, 00, 01, 00, 04, 00, 41, 55, 00, c0, 1b, ff, ff, 01
  0427, 00, 06, 00, 02, 00, 04, 00, 07, 00, 05, 00, fe, ff, fc, ff, 02
  0428, 00, ff, ff, 02, 00, 0d, 00, 02, 00, ff, ff, 06, 00, 00, 00, 03
  0429, 00, 05, 00, ff, ff, 04, 00, ff, ff, fb, ff, ff, ff, fe, ff, 04
  042a, 00, 02, 00, 03, 00, 02, 00, 06, 00, ff, ff, 05, 00, ff, ff, 03
  042b, 00, fd, ff, 07, 00, 01, 00, 01, 00, 01, 00, 01, 00, 00, 00, 01
  042c, 00, fe, ff, fd, ff, 02, 00, fa, ff, fd, ff, 04, 00, f6, ff, 01
  042d, 00, 06, 00, f5, ff, 01, 00, 02, 00, fa, ff, ff, ff, 08, 00, f9
  042e, ff, fe, ff, 00, 00, fb, ff, fb, ff, 02, 00, 01, 00, f9, ff, 04
  042f, 00, fc, ff, f8, ff, 0a, 00, fc, ff, fe, ff, 01, 00, 03, 00, fc
  0430, ff, 07, 00, 02, 00, fe, ff, 02, 00, 05, 00, fa, ff, 07, 00, 06
  0431, 00, fb, ff, 02, 00, 0b, 00, 06, 00, 04, 00, 10, 00, fd, ff, 00
  0432, 00, 0b, 00, 00, 00, 03, 00, 0e, 00, ff, ff, 04, 00, 07, 00, 00
  0433, 00, 05, 00, 07, 00, 08, 00, 04, 00, 07, 00, 03, 00, 05, 00, 09
  0434, 00, ff, ff, 03, 00, 07, 00, fe, ff, 04, 00, 02, 00, 01, 00, 00
  0435, 00, 02, 00, 06, 00, 02, 00, 04, 00, 00, 00, fe, ff, 03, 00, ff
  0436, ff, 04, 00, fe, ff, ff, ff, 06, 00, fd, ff, 00, 00, 01, 00, f8
  0437, ff, fd, ff, 00, 00, fc, ff, f8, ff, 03, 00, ff, ff, fb, ff, 02
